userid,inner_id,grade,majorid,shortname,paper_num,estimate_num,total_score
123317094,MTIzMzE3MDk0,初三,理科,四川,4,4,503.0
123319874,MTIzMzE5ODc0,高三,理科,吉林,4,4,579.0
123328256,MTIzMzI4MjU2,高二,理科,山西,4,1,108.0
123355346,MTIzMzU1MzQ2,初二,理科,云南,4,4,750.0
123363398,MTIzMzYzMzk4,高三,文科,重庆,4,4,531.5
123370174,MTIzMzcwMTc0,初三,理科,安徽,4,4,244.5
123375256,MTIzMzc1MjU2,高三,理科,湖南,4,4,563.0
123376084,MTIzMzc2MDg0,高三,理科,陕西,4,4,645.0
123458320,MTIzNDU4MzIw,高三,文科,湖南,4,4,414.5
123465412,MTIzNDY1NDEy,高三,文科,江西,4,2,183.0
123469856,MTIzNDY5ODU2,高三,理科,山西,4,3,262.5
12347485,MTIzNDc0ODU=,高二,理科,河北,4,4,419.5
123555818,MTIzNTU1ODE4,高三,理科,河南,4,4,471.5
123566722,MTIzNTY2NzIy,高三,文科,福建,4,4,526.5
123578000,MTIzNTc4MDAw,高三,文科,安徽,4,4,538.0
123581242,MTIzNTgxMjQy,高三,文科,山东,4,4,470.5
123631680,MTIzNjMxNjgw,高三,理科,江西,4,4,543.5
12364103,MTIzNjQxMDM=,高三,理科,四川,4,4,605.5
123642608,MTIzNjQyNjA4,高三,文科,河北,4,4,608.5
12364961,MTIzNjQ5NjE=,高三,文科,广西,4,4,512.5
12366897,MTIzNjY4OTc=,高二,文科,广东,4,1,238.0
123692298,MTIzNjkyMjk4,高三,理科,黑龙江,4,4,482.0
123692562,MTIzNjkyNTYy,高一,理科,湖南,4,2,208.5
123738174,MTIzNzM4MTc0,高三,理科,河南,4,4,694.0
123771872,MTIzNzcxODcy,初三,理科,湖南,4,1,101.0
12381579,MTIzODE1Nzk=,高三,理科,山东,4,4,750.0
123845410,MTIzODQ1NDEw,高三,理科,广西,4,1,60.0
123847016,MTIzODQ3MDE2,高三,文科,河南,4,4,418.5
123863494,MTIzODYzNDk0,高三,理科,广东,4,3,319.0
123879194,MTIzODc5MTk0,高一,文科,黑龙江,4,4,709.5
123879466,MTIzODc5NDY2,高二,理科,甘肃,4,1,78.0
12388303,MTIzODgzMDM=,其他,文科,广西,4,4,379.0
123920614,MTIzOTIwNjE0,高三,理科,山东,4,4,481.0
123921978,MTIzOTIxOTc4,高二,文科,广东,4,1,136.0
123925820,MTIzOTI1ODIw,高三,理科,广东,4,4,461.5
123936314,MTIzOTM2MzE0,高三,理科,广东,4,2,115.5
123995788,MTIzOTk1Nzg4,高三,文科,河北,4,3,308.0
124003356,MTI0MDAzMzU2,其他,理科,湖北,4,4,410.5
124003914,MTI0MDAzOTE0,高二,理科,福建,4,1,113.0
124032066,MTI0MDMyMDY2,高二,理科,陕西,4,1,123.0
124058590,MTI0MDU4NTkw,其他,理科,福建,4,4,750.0
124083554,MTI0MDgzNTU0,高二,文科,贵州,4,3,405.0
124127670,MTI0MTI3Njcw,高三,理科,陕西,4,4,448.0
124136742,MTI0MTM2NzQy,高一,理科,河北,4,4,750.0
124158162,MTI0MTU4MTYy,高三,理科,福建,4,4,463.5
124172478,MTI0MTcyNDc4,初一,文科,山东,4,1,125.0
124189322,MTI0MTg5MzIy,高三,文科,湖北,4,4,443.0
124192182,MTI0MTkyMTgy,高三,文科,陕西,4,4,452.0
124219380,MTI0MjE5Mzgw,高三,理科,重庆,4,4,401.5
124239922,MTI0MjM5OTIy,高三,理科,山东,4,4,435.5
124355194,MTI0MzU1MTk0,高二,文科,山东,4,4,534.0
124372018,MTI0MzcyMDE4,高二,理科,黑龙江,4,1,122.0
124414888,MTI0NDE0ODg4,高二,文科,湖南,4,4,600.0
12442137,MTI0NDIxMzc=,高二,理科,新疆,4,2,284.0
124485002,MTI0NDg1MDAy,高三,理科,湖南,4,4,481.0
124512692,MTI0NTEyNjky,高一,理科,江西,4,1,144.5
124520400,MTI0NTIwNDAw,高三,文科,甘肃,4,4,373.5
124520738,MTI0NTIwNzM4,高一,理科,广西,4,4,740.0
124522592,MTI0NTIyNTky,高一,理科,河北,4,0,0.0
124524602,MTI0NTI0NjAy,高三,理科,安徽,4,3,593.0
12452617,MTI0NTI2MTc=,高三,理科,广东,4,4,430.0
124551442,MTI0NTUxNDQy,高三,理科,山东,4,4,432.0
124582602,MTI0NTgyNjAy,高二,全科,浙江,3,1,131.0
124630840,MTI0NjMwODQw,高三,理科,河北,4,4,489.5
124640814,MTI0NjQwODE0,高三,理科,湖南,4,3,390.0
12464827,MTI0NjQ4Mjc=,高三,文科,内蒙古,4,3,209.0
124654204,MTI0NjU0MjA0,高三,文科,云南,4,4,567.0
124677384,MTI0Njc3Mzg0,高三,理科,江西,4,4,398.5
124693328,MTI0NjkzMzI4,高三,文科,山东,4,4,385.5
124714836,MTI0NzE0ODM2,高一,理科,山东,4,1,140.0
124722712,MTI0NzIyNzEy,高三,理科,山东,4,4,446.5
124792702,MTI0NzkyNzAy,高三,理科,云南,4,4,472.0
124838284,MTI0ODM4Mjg0,高三,文科,四川,4,4,441.5
124902510,MTI0OTAyNTEw,初一,文科,湖北,4,4,654.0
12491249,MTI0OTEyNDk=,大一,理科,福建,4,4,536.5
125015972,MTI1MDE1OTcy,高一,理科,陕西,4,0,0.0
125025902,MTI1MDI1OTAy,高二,理科,甘肃,4,4,563.0
125031806,MTI1MDMxODA2,高三,文科,山东,4,4,521.0
125052302,MTI1MDUyMzAy,高三,文科,安徽,4,4,454.5
125064864,MTI1MDY0ODY0,高三,理科,广东,4,1,99.0
125082200,MTI1MDgyMjAw,初一,文科,湖南,4,4,533.0
125083498,MTI1MDgzNDk4,高三,文科,山东,4,4,521.0
125105394,MTI1MTA1Mzk0,高二,文科,河北,4,1,131.0
125108474,MTI1MTA4NDc0,初二,文科,宁夏,4,4,750.0
125110448,MTI1MTEwNDQ4,高二,文科,河北,4,4,579.5
125138974,MTI1MTM4OTc0,高三,理科,江西,4,4,483.0
125220000,MTI1MjIwMDAw,高二,文科,广东,4,1,120.0
12522833,MTI1MjI4MzM=,高三,理科,天津,4,4,463.0
125228374,MTI1MjI4Mzc0,高一,理科,甘肃,4,4,394.5
12526059,MTI1MjYwNTk=,高三,文科,山西,4,4,572.0
12526301,MTI1MjYzMDE=,高三,文科,广东,4,4,458.5
125296142,MTI1Mjk2MTQy,高三,理科,湖南,4,2,250.0
125303196,MTI1MzAzMTk2,高一,理科,辽宁,4,1,107.0
125336592,MTI1MzM2NTky,高三,理科,山西,4,4,523.5
125355850,MTI1MzU1ODUw,高三,文科,湖南,4,4,570.0
125361174,MTI1MzYxMTc0,高三,理科,山东,4,4,596.0
125366506,MTI1MzY2NTA2,高二,理科,重庆,4,1,131.0
125367370,MTI1MzY3Mzcw,高三,理科,海南,6,3,227.5
125386760,MTI1Mzg2NzYw,高三,理科,山东,4,4,519.5
125419224,MTI1NDE5MjI0,高三,文科,河南,4,4,577.5
125435350,MTI1NDM1MzUw,其他,文科,重庆,4,2,336.0
125444282,MTI1NDQ0Mjgy,高三,文科,江西,4,4,548.0
12545683,MTI1NDU2ODM=,高三,理科,云南,4,4,457.0
125459594,MTI1NDU5NTk0,初二,理科,江苏,3,1,113.0
125494436,MTI1NDk0NDM2,高三,理科,辽宁,4,4,475.5
125500016,MTI1NTAwMDE2,高二,理科,陕西,4,2,172.0
125504078,MTI1NTA0MDc4,高三,理科,广西,4,4,330.0
125507194,MTI1NTA3MTk0,高三,理科,湖南,4,4,429.5
125593458,MTI1NTkzNDU4,高二,理科,黑龙江,4,4,573.0
125612832,MTI1NjEyODMy,高三,理科,山东,4,2,196.0
125617598,MTI1NjE3NTk4,高三,文科,湖南,4,4,579.5
12562411,MTI1NjI0MTE=,高二,理科,四川,4,2,238.0
125627322,MTI1NjI3MzIy,高三,理科,江西,4,4,535.5
125654618,MTI1NjU0NjE4,高一,理科,河南,4,1,142.5
125662464,MTI1NjYyNDY0,大一,理科,黑龙江,4,3,343.0
125691042,MTI1NjkxMDQy,高二,文科,山西,4,3,460.0
12571219,MTI1NzEyMTk=,高三,理科,湖南,4,4,551.0
125736648,MTI1NzM2NjQ4,高二,文科,湖南,4,1,122.0
125737528,MTI1NzM3NTI4,高一,文科,宁夏,4,4,532.0
125749994,MTI1NzQ5OTk0,高三,理科,福建,4,4,449.0
125769530,MTI1NzY5NTMw,大一,理科,四川,4,4,521.0
125811154,MTI1ODExMTU0,高三,文科,山西,4,4,525.5
125816904,MTI1ODE2OTA0,高二,理科,广东,4,4,644.0
125826312,MTI1ODI2MzEy,高二,理科,湖南,4,1,0.0
125834504,MTI1ODM0NTA0,高三,理科,辽宁,4,4,294.0
125835244,MTI1ODM1MjQ0,高三,文科,黑龙江,4,4,457.0
125846288,MTI1ODQ2Mjg4,高一,理科,辽宁,4,4,563.0
125919092,MTI1OTE5MDky,高三,理科,河北,4,3,319.5
125933584,MTI1OTMzNTg0,其他,理科,河南,4,4,393.0
126032938,MTI2MDMyOTM4,高三,理科,内蒙古,4,4,626.0
126033098,MTI2MDMzMDk4,高三,理科,陕西,4,4,356.0
126034242,MTI2MDM0MjQy,高三,文科,山西,4,4,485.5
126147924,MTI2MTQ3OTI0,初二,文科,福建,4,2,6.0
126178526,MTI2MTc4NTI2,高三,文科,江西,4,3,600.0
126237184,MTI2MjM3MTg0,高三,文科,贵州,4,1,107.0
12627831,MTI2Mjc4MzE=,高三,理科,重庆,4,4,574.5
126330098,MTI2MzMwMDk4,高一,理科,陕西,4,2,75.0
126356168,MTI2MzU2MTY4,高一,理科,安徽,4,4,658.5
126378058,MTI2Mzc4MDU4,大一,文科,山东,4,4,543.5
126419946,MTI2NDE5OTQ2,高二,理科,河南,4,4,635.5
126495986,MTI2NDk1OTg2,其他,文科,湖北,4,1,37.0
126501896,MTI2NTAxODk2,高三,文科,湖南,4,4,565.5
126502592,MTI2NTAyNTky,高二,全科,上海,3,1,144.0
126542318,MTI2NTQyMzE4,高一,理科,江西,4,4,588.0
126612006,MTI2NjEyMDA2,其他,文科,河南,4,4,547.0
126618620,MTI2NjE4NjIw,高三,理科,广东,4,4,400.0
126715934,MTI2NzE1OTM0,高二,文科,云南,4,4,508.0
126744828,MTI2NzQ0ODI4,高一,理科,河北,4,1,122.0
126780718,MTI2NzgwNzE4,大一,理科,新疆,4,4,505.0
126806742,MTI2ODA2NzQy,高三,理科,江西,4,4,456.0
126818196,MTI2ODE4MTk2,高三,文科,广西,4,2,221.0
126831632,MTI2ODMxNjMy,高二,理科,山东,4,2,275.0
126833898,MTI2ODMzODk4,高三,理科,贵州,4,4,480.0
126852194,MTI2ODUyMTk0,高二,理科,山东,4,1,61.0
126864962,MTI2ODY0OTYy,高三,理科,福建,4,4,257.0
126883802,MTI2ODgzODAy,高二,理科,云南,4,1,30.0
126897830,MTI2ODk3ODMw,高三,文科,陕西,4,2,168.0
126930984,MTI2OTMwOTg0,高二,理科,四川,4,4,508.0
126949816,MTI2OTQ5ODE2,高三,文科,重庆,4,4,467.0
127022446,MTI3MDIyNDQ2,高二,文科,江西,4,4,464.5
127103846,MTI3MTAzODQ2,高一,全科,上海,3,0,0.0
127132688,MTI3MTMyNjg4,高三,理科,河南,4,4,551.0
127135878,MTI3MTM1ODc4,高一,理科,湖北,4,1,125.0
127181976,MTI3MTgxOTc2,高三,文科,黑龙江,4,4,460.5
127222404,MTI3MjIyNDA0,高三,理科,江苏,3,0,0.0
127334794,MTI3MzM0Nzk0,初二,理科,四川,4,0,0.0
127338790,MTI3MzM4Nzkw,高三,文科,湖南,4,1,109.0
127371050,MTI3MzcxMDUw,高三,理科,吉林,4,4,583.5
127377834,MTI3Mzc3ODM0,其他,文科,甘肃,4,4,581.0
12740581,MTI3NDA1ODE=,高三,文科,湖南,4,4,628.0
127483236,MTI3NDgzMjM2,高三,理科,湖北,4,4,446.0
127487276,MTI3NDg3Mjc2,高一,理科,天津,4,4,681.5
127529332,MTI3NTI5MzMy,高三,理科,陕西,4,4,358.5
127641232,MTI3NjQxMjMy,高三,文科,陕西,4,4,548.5
127685070,MTI3Njg1MDcw,高三,理科,湖南,4,4,486.5
127686772,MTI3Njg2Nzcy,初二,理科,江苏,3,3,480.0
127691004,MTI3NjkxMDA0,高二,理科,宁夏,4,4,450.5
127711272,MTI3NzExMjcy,高二,全科,上海,3,0,0.0
12772173,MTI3NzIxNzM=,高三,理科,河南,4,4,375.0
127740210,MTI3NzQwMjEw,初二,理科,四川,4,4,676.5
127779854,MTI3Nzc5ODU0,高二,理科,吉林,4,1,111.0
127820268,MTI3ODIwMjY4,高二,理科,湖南,4,4,621.0
127822754,MTI3ODIyNzU0,高三,理科,四川,4,4,564.0
127829096,MTI3ODI5MDk2,高三,理科,广东,4,1,140.0
12783173,MTI3ODMxNzM=,高二,文科,河南,4,4,494.5
127835080,MTI3ODM1MDgw,高三,文科,湖南,4,4,538.0
127865294,MTI3ODY1Mjk0,高二,理科,广东,4,1,137.0
127885418,MTI3ODg1NDE4,高二,文科,四川,4,1,127.0
127903860,MTI3OTAzODYw,高三,理科,青海,4,4,361.0
127912118,MTI3OTEyMTE4,高三,理科,江西,4,3,266.0
127915498,MTI3OTE1NDk4,高三,理科,贵州,4,3,242.0
127928522,MTI3OTI4NTIy,高三,文科,广东,4,4,422.5
127985518,MTI3OTg1NTE4,高三,文科,安徽,4,4,527.5
128062782,MTI4MDYyNzgy,高三,理科,福建,4,4,597.5
128103232,MTI4MTAzMjMy,高二,理科,江西,4,2,444.0
128111468,MTI4MTExNDY4,高三,文科,江西,4,4,532.5
128134942,MTI4MTM0OTQy,高三,理科,四川,4,4,563.0
128149300,MTI4MTQ5MzAw,高二,文科,安徽,4,1,143.0
12817669,MTI4MTc2Njk=,高三,理科,贵州,4,4,372.5
128307274,MTI4MzA3Mjc0,初三,理科,山西,4,4,750.0
128333550,MTI4MzMzNTUw,初三,文科,重庆,4,1,150.0
128392922,MTI4MzkyOTIy,其他,文科,湖北,4,4,583.0
128499100,MTI4NDk5MTAw,高二,理科,福建,4,3,599.0
128500736,MTI4NTAwNzM2,高三,文科,甘肃,4,3,282.5
128512432,MTI4NTEyNDMy,高三,理科,江西,4,4,502.0
128549876,MTI4NTQ5ODc2,高三,理科,海南,6,3,148.5
128567094,MTI4NTY3MDk0,初三,文科,贵州,4,4,391.5
128611946,MTI4NjExOTQ2,高三,理科,安徽,4,4,477.5
128612378,MTI4NjEyMzc4,六年级,文科,安徽,4,1,300.0
128615414,MTI4NjE1NDE0,高二,理科,四川,4,4,479.5
128616572,MTI4NjE2NTcy,高二,文科,湖南,4,4,505.0
128620298,MTI4NjIwMjk4,高三,理科,江西,4,4,441.0
128643024,MTI4NjQzMDI0,高二,文科,安徽,4,4,601.0
128738548,MTI4NzM4NTQ4,高三,文科,山东,4,4,497.5
128756470,MTI4NzU2NDcw,高三,理科,云南,4,1,132.0
128769120,MTI4NzY5MTIw,高二,文科,江西,4,4,527.0
128797882,MTI4Nzk3ODgy,高三,文科,广西,4,0,0.0
128816882,MTI4ODE2ODgy,高三,理科,四川,4,4,578.5
128835568,MTI4ODM1NTY4,高一,文科,云南,4,0,0.0
128835678,MTI4ODM1Njc4,高三,理科,北京,4,4,519.5
128855706,MTI4ODU1NzA2,高二,理科,福建,4,3,274.0
128863486,MTI4ODYzNDg2,高三,理科,广西,4,4,608.5
128867666,MTI4ODY3NjY2,高二,文科,陕西,4,1,76.0
128867952,MTI4ODY3OTUy,高三,理科,青海,4,4,519.0
12889381,MTI4ODkzODE=,高三,理科,新疆,4,3,309.0
128896750,MTI4ODk2NzUw,高三,理科,广东,4,2,167.0
128925012,MTI4OTI1MDEy,六年级,文科,北京,4,0,0.0
128935822,MTI4OTM1ODIy,高三,理科,河南,4,4,418.0
128945744,MTI4OTQ1NzQ0,高三,理科,江西,4,4,454.5
129039266,MTI5MDM5MjY2,高一,理科,新疆,4,4,672.0
129060028,MTI5MDYwMDI4,大一,文科,山东,4,4,476.5
129102700,MTI5MTAyNzAw,高一,理科,辽宁,4,2,265.5
129151144,MTI5MTUxMTQ0,高一,理科,甘肃,4,0,0.0
129169190,MTI5MTY5MTkw,高三,文科,北京,4,4,574.5
129224206,MTI5MjI0MjA2,高三,理科,贵州,4,3,363.0
129280556,MTI5MjgwNTU2,高二,理科,江西,4,4,754.0
129281810,MTI5MjgxODEw,高三,理科,江苏,3,3,361.0
129389110,MTI5Mzg5MTEw,高三,理科,贵州,4,0,0.0
12940165,MTI5NDAxNjU=,高三,理科,江西,4,4,663.5
129411448,MTI5NDExNDQ4,高三,文科,陕西,4,4,522.5
129440400,MTI5NDQwNDAw,高三,理科,贵州,4,2,256.0
129445812,MTI5NDQ1ODEy,高一,文科,贵州,4,1,53.0
129479934,MTI5NDc5OTM0,高三,理科,广东,4,2,198.0
129498928,MTI5NDk4OTI4,高三,理科,北京,4,2,298.0
129499660,MTI5NDk5NjYw,高一,理科,四川,4,0,0.0
129501442,MTI5NTAxNDQy,高三,文科,贵州,4,4,408.0
129505130,MTI5NTA1MTMw,大一,理科,湖南,4,4,416.0
129508328,MTI5NTA4MzI4,高三,文科,福建,4,4,387.5
129552938,MTI5NTUyOTM4,高三,理科,河北,4,4,512.0
129558378,MTI5NTU4Mzc4,高三,理科,广东,4,4,566.0
129565044,MTI5NTY1MDQ0,高二,理科,甘肃,4,2,246.0
129566562,MTI5NTY2NTYy,其他,文科,安徽,4,1,101.0
129635972,MTI5NjM1OTcy,高一,理科,北京,4,2,259.0
129645146,MTI5NjQ1MTQ2,高三,理科,四川,4,4,468.0
129645726,MTI5NjQ1NzI2,大一,理科,山西,4,4,396.0
129683258,MTI5NjgzMjU4,高三,理科,安徽,4,4,487.5
129686374,MTI5Njg2Mzc0,高三,文科,广东,4,4,446.5
129690056,MTI5NjkwMDU2,高一,理科,山东,4,4,750.0
129691428,MTI5NjkxNDI4,高三,文科,河南,4,4,451.0
129696348,MTI5Njk2MzQ4,高三,文科,宁夏,4,4,461.5
129707794,MTI5NzA3Nzk0,高二,理科,新疆,4,1,92.0
129742694,MTI5NzQyNjk0,高二,理科,黑龙江,4,1,150.0
129810182,MTI5ODEwMTgy,高三,文科,广东,4,4,465.0
129915254,MTI5OTE1MjU0,高三,理科,湖南,4,4,565.0
129918664,MTI5OTE4NjY0,高二,理科,青海,4,1,39.0
130022240,MTMwMDIyMjQw,高二,理科,安徽,4,4,750.0
13010735,MTMwMTA3MzU=,高三,理科,福建,4,4,440.5
130121314,MTMwMTIxMzE0,高二,理科,湖南,4,4,651.0
130138004,MTMwMTM4MDA0,高三,理科,山东,4,4,593.5
130175926,MTMwMTc1OTI2,高三,理科,河南,4,4,405.0
130187402,MTMwMTg3NDAy,高三,理科,湖南,4,4,394.5
130188010,MTMwMTg4MDEw,高三,理科,江西,4,2,248.0
130193834,MTMwMTkzODM0,高二,文科,贵州,4,1,107.0
130194442,MTMwMTk0NDQy,高三,文科,河南,4,4,410.0
130199780,MTMwMTk5Nzgw,高二,文科,四川,4,1,117.0
130206020,MTMwMjA2MDIw,高二,理科,山东,4,3,300.0
130215334,MTMwMjE1MzM0,高三,文科,安徽,4,4,514.0
130220718,MTMwMjIwNzE4,高三,文科,江西,4,4,536.5
130231028,MTMwMjMxMDI4,高三,文科,内蒙古,4,4,499.5
130253226,MTMwMjUzMjI2,高一,理科,四川,4,1,87.5
130257406,MTMwMjU3NDA2,高三,理科,湖南,4,4,513.5
130288330,MTMwMjg4MzMw,高一,理科,江苏,3,2,229.0
130292342,MTMwMjkyMzQy,高三,理科,广东,4,4,526.5
130292416,MTMwMjkyNDE2,高三,理科,吉林,4,4,541.5
130300342,MTMwMzAwMzQy,高二,理科,贵州,4,4,600.5
130304580,MTMwMzA0NTgw,高三,理科,吉林,4,4,508.0
130316314,MTMwMzE2MzE0,高三,全科,浙江,3,3,425.5
130325884,MTMwMzI1ODg0,高三,理科,吉林,4,4,434.5
130364832,MTMwMzY0ODMy,高三,理科,陕西,4,4,443.5
130439594,MTMwNDM5NTk0,高三,理科,云南,4,4,475.0
130472184,MTMwNDcyMTg0,初二,理科,吉林,4,4,750.0
130477178,MTMwNDc3MTc4,高二,理科,福建,4,4,727.0
130483492,MTMwNDgzNDky,高二,理科,广东,4,1,119.0
130488208,MTMwNDg4MjA4,高二,文科,云南,4,2,237.5
130495174,MTMwNDk1MTc0,高三,理科,山东,4,4,472.0
130497770,MTMwNDk3Nzcw,高三,文科,广东,4,4,471.0
130505426,MTMwNTA1NDI2,高三,理科,山东,4,4,481.0
130511894,MTMwNTExODk0,大一,理科,广东,4,3,317.0
13052483,MTMwNTI0ODM=,高二,理科,内蒙古,4,4,750.0
130533072,MTMwNTMzMDcy,高三,理科,北京,4,4,501.5
130533814,MTMwNTMzODE0,高二,理科,陕西,4,1,115.0
130534136,MTMwNTM0MTM2,初三,文科,吉林,4,1,15.0
130546654,MTMwNTQ2NjU0,其他,文科,湖南,4,2,235.0
130562766,MTMwNTYyNzY2,高三,理科,四川,4,4,527.5
130567950,MTMwNTY3OTUw,高三,理科,广东,4,1,103.0
130572240,MTMwNTcyMjQw,高二,理科,辽宁,4,4,555.5
130574066,MTMwNTc0MDY2,高二,文科,江西,4,1,1.5
130595252,MTMwNTk1MjUy,高三,理科,安徽,4,4,524.5
13059589,MTMwNTk1ODk=,高二,文科,湖南,4,1,150.0
130604264,MTMwNjA0MjY0,高三,文科,四川,4,1,96.0
130651154,MTMwNjUxMTU0,五年级,文科,广东,4,4,626.0
130653912,MTMwNjUzOTEy,高三,理科,福建,4,4,498.0
130661692,MTMwNjYxNjky,高三,文科,新疆,4,4,255.0
130663504,MTMwNjYzNTA0,高二,理科,山西,4,1,35.0
130684220,MTMwNjg0MjIw,大一,文科,江苏,3,3,388.0
130722610,MTMwNzIyNjEw,其他,文科,广西,4,2,150.0
130739036,MTMwNzM5MDM2,初三,理科,河南,4,4,660.5
130780148,MTMwNzgwMTQ4,高三,理科,甘肃,4,4,488.5
130847254,MTMwODQ3MjU0,初一,理科,海南,6,0,0.0
130861012,MTMwODYxMDEy,高三,文科,四川,4,4,422.5
130931236,MTMwOTMxMjM2,高三,理科,广东,4,2,139.0
130989624,MTMwOTg5NjI0,高三,理科,山东,4,4,547.0
130991348,MTMwOTkxMzQ4,高三,理科,贵州,4,4,628.0
130999928,MTMwOTk5OTI4,高三,理科,安徽,4,4,474.5
131015108,MTMxMDE1MTA4,其他,文科,吉林,4,0,0.0
131049516,MTMxMDQ5NTE2,高三,理科,陕西,4,4,418.5
131089886,MTMxMDg5ODg2,高二,理科,广西,4,0,0.0
131093238,MTMxMDkzMjM4,高二,理科,黑龙江,4,3,162.0
131103056,MTMxMTAzMDU2,大一,文科,山东,4,0,0.0
131111732,MTMxMTExNzMy,高三,理科,山东,4,4,486.0
131124132,MTMxMTI0MTMy,其他,理科,安徽,4,4,434.5
131173516,MTMxMTczNTE2,高三,文科,贵州,4,3,209.0
131242346,MTMxMjQyMzQ2,高三,理科,陕西,4,4,541.5
13127011,MTMxMjcwMTE=,其他,理科,重庆,4,4,689.5
131351752,MTMxMzUxNzUy,高三,理科,河北,4,4,628.5
13135555,MTMxMzU1NTU=,高二,理科,辽宁,4,1,9.0
131434024,MTMxNDM0MDI0,高二,理科,四川,4,4,682.0
131434882,MTMxNDM0ODgy,高一,理科,四川,4,4,504.5
131496314,MTMxNDk2MzE0,高三,理科,广东,4,4,431.5
13152385,MTMxNTIzODU=,高三,理科,山东,4,3,292.0
131548424,MTMxNTQ4NDI0,高三,文科,江西,4,4,445.0
131561360,MTMxNTYxMzYw,高三,理科,福建,4,4,563.5
131598092,MTMxNTk4MDky,高二,理科,黑龙江,4,4,440.0
131631746,MTMxNjMxNzQ2,高一,理科,四川,4,1,103.0
131677836,MTMxNjc3ODM2,高二,理科,福建,4,4,628.0
131715242,MTMxNzE1MjQy,高二,理科,内蒙古,4,0,0.0
131728970,MTMxNzI4OTcw,高三,理科,陕西,4,4,434.5
131738584,MTMxNzM4NTg0,高二,文科,河南,4,0,0.0
131749320,MTMxNzQ5MzIw,高二,文科,河北,4,4,475.0
131771064,MTMxNzcxMDY0,大一,文科,安徽,4,4,532.0
131791628,MTMxNzkxNjI4,高二,文科,安徽,4,1,85.0
131797736,MTMxNzk3NzM2,高三,文科,吉林,4,4,478.0
131933644,MTMxOTMzNjQ0,高二,文科,山东,4,4,295.0
13195865,MTMxOTU4NjU=,高三,文科,福建,4,4,565.0
131987360,MTMxOTg3MzYw,高三,理科,广东,4,4,313.0
132009258,MTMyMDA5MjU4,高三,理科,江西,4,4,453.5
132069274,MTMyMDY5Mjc0,高三,文科,广西,4,3,285.5
132088936,MTMyMDg4OTM2,高三,理科,广西,4,4,534.5
132129444,MTMyMTI5NDQ0,高三,理科,山东,4,4,584.0
132317618,MTMyMzE3NjE4,高三,文科,山西,4,1,17.0
132336170,MTMyMzM2MTcw,高二,文科,四川,4,4,750.0
132352532,MTMyMzUyNTMy,高三,文科,云南,4,4,472.5
132388854,MTMyMzg4ODU0,高三,文科,江西,4,4,532.0
132397690,MTMyMzk3Njkw,高三,理科,新疆,4,4,459.5
132464402,MTMyNDY0NDAy,高三,文科,福建,4,4,580.0
132590932,MTMyNTkwOTMy,高三,理科,黑龙江,4,4,541.0
132598190,MTMyNTk4MTkw,高三,理科,甘肃,4,1,35.0
132699794,MTMyNjk5Nzk0,高一,理科,安徽,4,1,145.0
132732244,MTMyNzMyMjQ0,高二,文科,河南,4,4,512.0
132786188,MTMyNzg2MTg4,高二,理科,广东,4,4,596.0
132828266,MTMyODI4MjY2,高三,文科,贵州,4,4,427.0
132832182,MTMyODMyMTgy,高三,理科,吉林,4,3,193.0
132846394,MTMyODQ2Mzk0,高三,文科,广东,4,4,531.0
132854542,MTMyODU0NTQy,高三,文科,重庆,4,0,0.0
132854748,MTMyODU0NzQ4,高三,理科,安徽,4,4,496.0
132922566,MTMyOTIyNTY2,大一,理科,广东,4,4,428.0
132947190,MTMyOTQ3MTkw,高三,理科,陕西,4,4,511.0
132956042,MTMyOTU2MDQy,高一,理科,安徽,4,4,723.0
13298663,MTMyOTg2NjM=,高三,文科,河北,4,4,398.0
132989688,MTMyOTg5Njg4,高一,理科,云南,4,3,541.0
133012378,MTMzMDEyMzc4,高三,理科,广东,4,3,234.0
133129102,MTMzMTI5MTAy,高二,文科,河北,4,2,218.0
133129168,MTMzMTI5MTY4,大一,理科,贵州,4,1,115.0
133130504,MTMzMTMwNTA0,高一,理科,内蒙古,4,1,77.0
13314701,MTMzMTQ3MDE=,高三,理科,山东,4,4,476.5
133149416,MTMzMTQ5NDE2,高三,文科,江西,4,4,439.0
133367362,MTMzMzY3MzYy,高三,理科,福建,4,4,485.0
133377930,MTMzMzc3OTMw,高二,理科,辽宁,4,1,144.0
133378634,MTMzMzc4NjM0,高二,文科,安徽,4,2,86.0
133381018,MTMzMzgxMDE4,高二,理科,安徽,4,4,750.0
133385616,MTMzMzg1NjE2,高二,文科,河南,4,1,120.0
13339487,MTMzMzk0ODc=,高三,理科,重庆,4,4,528.5
133397378,MTMzMzk3Mzc4,高三,理科,安徽,4,4,568.0
133403736,MTMzNDAzNzM2,高二,理科,广东,4,4,687.0
133419142,MTMzNDE5MTQy,其他,理科,辽宁,4,4,515.0
133455436,MTMzNDU1NDM2,高三,理科,重庆,4,4,467.5
133474004,MTMzNDc0MDA0,高二,理科,山西,4,2,242.0
133480340,MTMzNDgwMzQw,高三,文科,广西,4,4,0.0
133488906,MTMzNDg4OTA2,高三,文科,黑龙江,4,3,350.5
133505434,MTMzNTA1NDM0,高三,理科,吉林,4,4,494.0
133509232,MTMzNTA5MjMy,高一,理科,湖南,4,4,750.0
13352783,MTMzNTI3ODM=,高三,理科,吉林,4,4,618.5
